timestamp,label,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y
1751951437,fist,0.635318696,0.733092785,0.553481758,0.703693092,0.486624181,0.623952806,0.513685465,0.538592994,0.587175071,0.524255753,0.511036575,0.502127647,0.500528991,0.445957124,0.516891837,0.531090796,0.526776314,0.553185582,0.569830596,0.49148044,0.555994809,0.433148324,0.566893876,0.537891507,0.574783802,0.544712245,0.62554872,0.493292034,0.622204781,0.447255075,0.619634569,0.544995844,0.621125937,0.55160749,0.684059083,0.503736556,0.679679036,0.460171789,0.668834805,0.528484583,0.667308569,0.544647753
1751951437,fist,0.634971917,0.735497653,0.553787768,0.703787804,0.488713682,0.623968005,0.516381443,0.539620101,0.589258611,0.526604414,0.51203537,0.501314521,0.501883805,0.44689396,0.518444479,0.532592654,0.528066814,0.553331971,0.570901394,0.490742266,0.556790352,0.432957768,0.567749381,0.537838876,0.575937271,0.544123828,0.626772344,0.492897272,0.622715831,0.447589695,0.620402277,0.545186818,0.622684062,0.55109036,0.685321093,0.503652692,0.679763019,0.461386144,0.668677747,0.529769778,0.667583227,0.545271933
1751951437,fist,0.635699272,0.732875586,0.554320037,0.704555392,0.487662137,0.6238994,0.515941978,0.539193988,0.589807272,0.524047256,0.512681961,0.50069201,0.502936065,0.446068406,0.519957423,0.532296121,0.528610051,0.552805483,0.571411192,0.490087837,0.558390558,0.432177544,0.569797993,0.537934124,0.576587558,0.543767929,0.626988709,0.491955101,0.623775303,0.447540641,0.622076094,0.545655787,0.622738957,0.55017215,0.685364246,0.502603471,0.680683136,0.460076302,0.670847356,0.529631436,0.669360757,0.54521656
1751951437,fist,0.636971116,0.734727323,0.556103885,0.704695702,0.490427941,0.624579191,0.518176019,0.540165544,0.591662407,0.528250217,0.513156176,0.501197219,0.50250113,0.446076274,0.519508123,0.531786621,0.529366136,0.553309798,0.571992278,0.490208566,0.558016121,0.43296659,0.569543779,0.538243592,0.577426016,0.544751585,0.627846241,0.492549747,0.624057293,0.447909772,0.622466445,0.545193195,0.624542832,0.551041484,0.686442077,0.503808558,0.681471705,0.461294889,0.671189725,0.529313803,0.670168936,0.544726849
1751951437,fist,0.637128711,0.735571384,0.556394756,0.704316318,0.491264254,0.625722408,0.518485129,0.541050375,0.591521621,0.528419495,0.512371659,0.501763701,0.503263116,0.447464287,0.520104647,0.532005906,0.529479623,0.551685512,0.571645677,0.490624368,0.558968186,0.433535576,0.570385277,0.538292825,0.577687085,0.54400152,0.628013432,0.492399454,0.625149608,0.447752595,0.623042762,0.544681728,0.623913407,0.549812078,0.686800659,0.503700972,0.682391882,0.461332738,0.671742201,0.529248953,0.669625521,0.544563353
1751951437,fist,0.636226296,0.736311793,0.555304468,0.704122722,0.490467042,0.624199092,0.518718302,0.540105522,0.592056096,0.527285159,0.51248461,0.501622498,0.501951694,0.446175814,0.519510508,0.531843543,0.529698133,0.55309242,0.572033823,0.490560859,0.558796823,0.433842778,0.570587397,0.539110839,0.578804791,0.544989228,0.628348947,0.492863834,0.625465274,0.447983116,0.623475313,0.545047462,0.625235617,0.550513983,0.687220335,0.504451752,0.683260202,0.461399913,0.672253132,0.529353142,0.670337141,0.544979513
1751951437,fist,0.636821508,0.73739171,0.555881619,0.70416832,0.491847575,0.625231922,0.519975126,0.541145742,0.592543066,0.531106651,0.512911916,0.50107789,0.503660023,0.447570294,0.519708812,0.532213509,0.529920936,0.552108228,0.572670519,0.489782512,0.559779704,0.433964312,0.570389569,0.538678527,0.579302728,0.544905901,0.629222929,0.492340058,0.62575078,0.44813022,0.622931898,0.544545054,0.625523984,0.550361037,0.68798089,0.505005717,0.682759285,0.462085009,0.671200931,0.529594958,0.670035005,0.545837939
1751951437,fist,0.636744261,0.736147642,0.55554074,0.705787241,0.489563942,0.625092745,0.516361535,0.538962364,0.589849293,0.52637279,0.512787938,0.502645373,0.502569497,0.447172701,0.519126713,0.532264888,0.529148877,0.552584529,0.572113991,0.491461873,0.559602201,0.433701277,0.570477486,0.539640546,0.578591704,0.545902312,0.628259838,0.493378192,0.625745714,0.448433042,0.623044252,0.546022892,0.624432266,0.551644981,0.687055826,0.504784167,0.683328927,0.460891843,0.672055006,0.529661715,0.670012772,0.546567261
1751951437,fist,0.63722676,0.737069845,0.555946589,0.705236018,0.491175503,0.625121295,0.518952906,0.539887488,0.592274129,0.529646516,0.51247853,0.502781034,0.503768861,0.447342157,0.520433128,0.532517314,0.529839933,0.554350793,0.571964204,0.491397023,0.559595346,0.434175849,0.570717275,0.53892225,0.57836616,0.546275258,0.628427088,0.493582964,0.625904679,0.448313981,0.623486757,0.545174599,0.624592125,0.552340209,0.687354624,0.505381644,0.683375239,0.461562753,0.672328055,0.528819144,0.670078397,0.54528749
1751951437,fist,0.637624502,0.73725605,0.556193233,0.70601505,0.491241992,0.6258955,0.518738687,0.540619254,0.591208339,0.528323293,0.512291133,0.504126072,0.504155517,0.446843386,0.520943403,0.532038271,0.530016303,0.554978609,0.571803212,0.492539346,0.560332596,0.43444404,0.571513712,0.538903952,0.578457475,0.546013653,0.628220558,0.49415493,0.626686513,0.448541164,0.624199092,0.544902086,0.624265254,0.551152468,0.686911464,0.505320251,0.684044838,0.461369306,0.673136652,0.528490067,0.670128584,0.544675589
